"employer_name","reviews_count","culture_count","salaries_count","benefits_count","employer_website","employer_headquarters","employer_founded","employer_industry","employer_revenue","url","geral","cultura_e_valores","diversidade_e_inclusao","qualidade_de_vida","alta_lideranca","remuneracao_e_beneficios","oportunidades_de_carreira","recomendam_para_outras_pessoas","perspectiva_positiva_da_empresa","segmento","nome","match_percent","ano","trimestre","categoria","tipo","cnpj","instituicao_financeira","indice","quantidade_de_reclamacoes_reguladas_procedentes","quantidade_de_reclamacoes_reguladas_outras","quantidade_de_reclamacoes_nao_reguladas","quantidade_total_de_reclamacoes","quantidade_total_de_clientes_ccs_e_scr","quantidade_de_clientes_ccs","quantidade_de_clientes_scr"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,ALFA (conglomerado),null,"19","32","16","67","416540","268174","149521"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,ANDBANK (conglomerado),null,"0","2","3","5","4320","4320","44"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BANCO SICOOB (conglomerado),null,"8","11","11","30","4794630","2308218","3042206"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BANESTES (conglomerado),null,"27","18","21","66","1333666","1283821","475598"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BANRISUL (conglomerado),"37,20","188","365","107","660","5052830","3715613","3951732"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BARIGUI (conglomerado),null,"16","14","12","42","99110","71651","34901"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,BB (conglomerado),"21,09","1456","1880","1846","5182","69010996","64888224","30699885"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BMG (conglomerado),"101,86","795","669","264","1728","7804650","4171643","5102142"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BMW (conglomerado),null,"0","0","2","2","27683","25442","21342"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BNP PARIBAS (conglomerado),"192,10","456","268","94","818","2373655","11796","2362365"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BOFA MERRILL LYNCH (conglomerado),null,"0","1","0","1","4484","4477","103"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,BRADESCO (conglomerado),"25,33","2515","4076","3048","9639","99260817","90494990","43726399"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,BRB (conglomerado),"103,70","182","257","363","802","1754926","1641288","824217"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,BTG PACTUAL/BANCO PAN (conglomerado),"103,44","1301","1352","977","3630","12576773","6775722","7288816"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,C6 BANK (conglomerado),"433,76","3672","1335","763","5770","8465478","7373617","2346096"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,CAIXA ECON�MICA FEDERAL (conglomerado),"32,13","4681","5868","5457","16006","145684233","144161902","23113938"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,CCB (conglomerado),null,"7","111","11","129","216849","3711","213723"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,CITIBANK (conglomerado),null,"0","2","1","3","17853","16946","1807"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,COLOMBO (conglomerado),null,"0","2","0","2","339230","29","339215"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,CREFISA (conglomerado),"24,89","61","258","35","354","2450772","1373583","1571876"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,DAYCOVAL (conglomerado),"777,01","1004","530","122","1656","1292129","150778","1171932"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,GAZIN (conglomerado),null,"0","0","1","1","35777","292","35512"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,GENIAL (conglomerado),null,"16","4","3","23","106974","106969","39"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,GM (conglomerado),null,"8","19","14","41","297112","470","296722"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,GRUPO BONSUCESSO - BS2 (conglomerado),"155,90","132","170","75","377","846668","841035","16924"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,GRUPO ZEMA (conglomerado),null,"1","3","3","7","445945","574","445387"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,HERVAL - HS (conglomerado),null,"5","3","5","13","219304","21827","201401"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,HONDA (conglomerado),null,"6","5","9","20","436893","97","436869"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,INDUSTRIAL DO BRASIL (conglomerado),null,"13","12","4","29","64088","4461","60409"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,INTER (conglomerado),"66,79","766","652","368","1786","11467628","11343042","1758019"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,ITAU (conglomerado),"17,59","1508","3312","1707","6527","85710724","67286470","49517795"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,LECCA (conglomerado),null,"2","0","1","3","26488","382","26107"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,MASTER (conglomerado),"811,55","80","69","19","168","98576","4627","94106"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,MERCADO CR�DITO (conglomerado),null,"0","0","1","1","24423",null,"24423"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,MERCANTIL DO BRASIL (conglomerado),"136,69","506","120","89","715","3701652","3094835","1793853"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,MERCEDES-BENZ (conglomerado),null,"0","0","6","6","20275","298","20052"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,MODAL (conglomerado),null,"6","37","24","67","1153324","1153187","26671"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,NUBANK (conglomerado),"0","0","12","13","25","17916854","16551605","2682699"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,OMNI (conglomerado),null,"21","60","58","139","4908486","146058","4773941"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,ORIGINAL (conglomerado),"67,64","320","350","286","956","4730387","4021930","1350520"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,PAGBANK-PAGSEGURO (conglomerado),null,"7","6","0","13","3013459","3008456","5432"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,PARAN� BANCO (conglomerado),"181,00","88","252","46","386","486166","9815","476614"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,PINE (conglomerado),null,"0","0","2","2","13502","10883","3284"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,PORTO SEGURO (conglomerado),"20,57","59","96","49","204","2867211",null,"2867211"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,RENDIMENTO (conglomerado),null,"3","13","0","16","25046","21084","6538"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,RODOBENS (conglomerado),null,"1","1","3","5","14012","1661","12750"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,SAFRA (conglomerado),"188,09","639","832","436","1907","3397199","1684220","1967050"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,SANTANDER (conglomerado),"28,88","1514","3182","2032","6728","52415407","43972399","26478061"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,SICREDI (conglomerado),null,"0","0","4","4","5841394","5821054","180304"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,SIMPALA (conglomerado),null,"1","0","0","1","2271","20","2251"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,SINOSSERRA (conglomerado),null,"1","0","0","1","9729","99","9636"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,SOCIETE GENERALE (conglomerado),null,"0","1","0","1","670","552","161"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,SOFISA (conglomerado),"119,21","41","9","20","70","343924","334626","16236"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,SOROCRED (conglomerado),null,"7","28","23","58","602379","1090","601342"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,VOITER (conglomerado),null,"0","3","1","4","5810","5261","840"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,VOLKSWAGEN (conglomerado),"95,31","35","22","55","112","367195","945","366420"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,VOLVO (conglomerado),null,"0","0","2","2","7220","92","7169"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Top 10 - Bancos e Financeiras,Conglomerado,,VOTORANTIM (conglomerado),"4,64","78","394","277","749","16774345","13340345","4830730"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,VR (conglomerado),null,"1","0","0","1","70","53","18"
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,WESTERN UNION (conglomerado),null,"1","3","0","4","1","1",null
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,XP (conglomerado),null,"11","2","8","21", ,null,null
,,,,,,,,,,,,,,,,,,,,,,,"2021","2�",Demais bancos e financeiras,Conglomerado,,YAMAHA MOTOR (conglomerado),null,"4","4","7","15","204014","77","203946"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,ABC-BRASIL (conglomerado),null,"1","2","1","4","29707","28217","4009"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,AGIBANK (conglomerado),"82,54","109","296","107","512","1320447","999951","873341"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,ALFA (conglomerado),null,"13","61","11","85","420486","268221","153423"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,ANDBANK (conglomerado),null,"0","3","3","6","4369","4369","48"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BANCO SICOOB (conglomerado),null,"21","26","6","53","5047970","2390217","3240987"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BANESTES (conglomerado),null,"17","35","21","73","1345235","1295217","477798"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BANRISUL (conglomerado),"37,68","190","550","115","855","5041288","3714546","3937433"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BARIGUI (conglomerado),null,"19","32","21","72","172348","144592","45355"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,BB (conglomerado),"16,79","1180","2361","2288","5829","70259170","65432728","31696455"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BMG (conglomerado),"106,63","868","1268","262","2398","8140173","4751592","5008921"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BMW (conglomerado),null,"0","0","1","1","28019","25950","21412"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BNP PARIBAS (conglomerado),"125,22","286","493","117","896","2283925","11993","2272412"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BOFA MERRILL LYNCH (conglomerado),null,"0","1","1","2","4782","4777","107"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,BRADESCO (conglomerado),"36,03","3613","4188","2892","10693","100264792","91440415","43363537"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,BRB (conglomerado),"50,95","148","197","351","696","2904792","2790333","1380307"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,BTG PACTUAL/BANCO PAN (conglomerado),"65,83","1004","1372","685","3061","15250442","9574292","7935699"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,C6 BANK (conglomerado),"149,45","1651","1425","749","3825","11046743","9885015","3341379"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,CAIXA ECON�MICA FEDERAL (conglomerado),"22,36","3264","4303","4305","11872","145914729","144407266","23490184"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,CCB (conglomerado),null,"24","122","14","160","205490","3702","202355"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,CITIBANK (conglomerado),null,"1","5","6","12","18294","17394","1809"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,COLOMBO (conglomerado),null,"2","4","0","6","345089","30","345072"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,CREFISA (conglomerado),"24,02","64","133","57","254","2663580","1577219","1594966"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,DAYCOVAL (conglomerado),"255,32","332","552","63","947","1300297","160302","1173219"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,FATOR (conglomerado),null,"0","0","1","1","13744","13740","19"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,GENIAL (conglomerado),null,"10","3","1","14","208540","208535","44"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,GM (conglomerado),null,"1","10","9","20","274480","483","274083"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,GRUPO BONSUCESSO - BS2 (conglomerado),"95,86","86","136","55","277","897134","892175","16308"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,GRUPO ZEMA (conglomerado),null,"1","4","4","9","461496","577","460937"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,HERVAL - HS (conglomerado),null,"10","1","3","14","219957","22813","202041"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,HONDA (conglomerado),null,"5","7","7","19","428225","106","428199"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,INDUSTRIAL DO BRASIL (conglomerado),null,"10","18","4","32","63911","4519","60187"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,INTER (conglomerado),"55,99","746","732","298","1776","13323223","13217210","1954815"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,ITAU (conglomerado),"15,05","1318","3194","2338","6850","87568455","68959837","50906457"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,LECCA (conglomerado),null,"3","4","2","9","27668","330","27340"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,MASTER (conglomerado),"2.055,01","223","77","17","317","108515","5657","103039"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,MERCADO CR�DITO (conglomerado),null,"0","0","1","1","47984",null,"47984"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,MERCANTIL DO BRASIL (conglomerado),"122,14","467","228","106","801","3823232","3235072","1856560"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,MERCEDES-BENZ (conglomerado),null,"0","1","1","2","20203","341","19944"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,MODAL (conglomerado),null,"21","31","8","60","1304283","1304119","33167"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,NUBANK (conglomerado),"0,13","3","18","17","38","22267718","20581767","3601628"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,OMNI (conglomerado),null,"17","60","67","144","5281196","165744","5129818"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,ORIGINAL (conglomerado),"47,03","265","369","212","846","5634279","4365122","2051035"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,PAGBANK-PAGSEGURO (conglomerado),null,"5","4","2","11","3342281","3335727","7063"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,PARAN� BANCO (conglomerado),"193,45","94","412","20","526","485895","10034","476123"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,PINE (conglomerado),null,"3","3","0","6","12869","10925","2618"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,PORTO SEGURO (conglomerado),"18,21","55","69","62","186","3019992",null,"3019992"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,RENDIMENTO (conglomerado),null,"1","10","1","12","26068","22168","6473"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,RODOBENS (conglomerado),null,"1","1","1","3","14845","1609","13625"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,SAFRA (conglomerado),"103,36","442","932","408","1782","4276210","1938760","2638051"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,SANTANDER (conglomerado),"29,19","1558","3646","2031","7235","53358153","45593473","25859687"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,SICREDI (conglomerado),null,"0","0","2","2","6101332","6080485","187051"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,SIMPALA (conglomerado),null,"1","0","1","2","2883","25","2858"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,SOCIETE GENERALE (conglomerado),null,"0","1","0","1","534","418","159"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,SOFISA (conglomerado),"90,68","37","21","19","77","407986","398001","17484"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,SOROCRED (conglomerado),null,"14","28","10","52","248801","1076","247735"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,VOITER (conglomerado),null,"1","2","2","5","5059","4490","841"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,VOLKSWAGEN (conglomerado),null,"21","29","44","94","358084","945","357307"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,VOLVO (conglomerado),null,"0","1","0","1","7212","49","7204"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Top 10 - Bancos e Financeiras,Conglomerado,,VOTORANTIM (conglomerado),"13,90","256","193","225","674","18414652","15132752","5084002"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,WESTERN UNION (conglomerado),null,"2","2","0","4","1","1",null
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,XP (conglomerado),"138,80","42","6","10","58","302591","302459","231155"
,,,,,,,,,,,,,,,,,,,,,,,"2021","3�",Demais bancos e financeiras,Conglomerado,,YAMAHA MOTOR (conglomerado),null,"2","2","11","15","210964","88","210884"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,ABC-BRASIL (conglomerado),null,"2","0","3","5","33095","31565","4248"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,AGIBANK (conglomerado),"195,92","309","334","76","719","1577152","1224075","996638"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,ALFA (conglomerado),null,"16","54","12","82","422572","268328","155393"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,ANDBANK (conglomerado),null,"0","2","2","4","4376","4376","37"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BANCO SICOOB (conglomerado),null,"21","26","13","60","5291486","2461788","3440676"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BANCO TOYOTA DO BRASIL S.A. (conglomerado),null,"2","5","6","13","152990","15267","138627"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BANESTES (conglomerado),null,"11","23","12","46","1354013","1303774","478795"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BANRISUL (conglomerado),"22,86","116","360","80","556","5073507","3715708","3960797"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BARIGUI (conglomerado),"140,74","36","54","14","104","255790","226379","56600"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Top 15 - Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BB (conglomerado),"14,39","1034","2084","1568","4686","71820761","66103224","33139108"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BBC (conglomerado),null,"1","0","0","1","5306",null,"5306"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Top 15 - Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BMG (conglomerado),"67,87","618","748","167","1533","9105226","5655748","5202772"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BMW (conglomerado),null,"1","0","0","1","29782","27637","21275"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BNP PARIBAS (conglomerado),"134,90","302","385","61","748","2238538","12083","2226945"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BNQI - FINANCEIRO (conglomerado),null,"29","25","8","62", ,null,null
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BOFA MERRILL LYNCH (conglomerado),null,"0","1","0","1","4769","4763","107"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Top 15 - Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BRADESCO (conglomerado),"25,30","2529","3483","2092","8104","99921260","91285260","44108477"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BRB (conglomerado),"71,83","261","338","215","814","3633478","3517522","1456857"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Top 15 - Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,BTG PACTUAL/BANCO PAN (conglomerado),"63,08","1128","1081","547","2756","17880721","11720010","9553219"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Top 15 - Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,C6 BANK (conglomerado),"106,22","1444","1326","541","3311","13594217","12201000","4405356"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Top 15 - Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,CAIXA ECON�MICA FEDERAL (conglomerado),"17,66","2564","3137","2949","8650","145144708","143598185","23841368"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,CCB (conglomerado),null,"15","101","8","124","194385","3704","191219"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,CITIBANK (conglomerado),null,"1","6","9","16","18303","17392","1824"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,COBUCCIO (conglomerado),null,"6","15","24","45", ,null,null
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,COLOMBO (conglomerado),null,"2","11","0","13","354942","47","354909"
,,,,,,,,,,,,,,,,,,,,,,,"2021","4�","Demais Bancos, Financeiras e Institui��es de Pagamento",Conglomerado,,CRED-SYSTEM (conglomerado),null,"21","16","13","50", ,null,null
